Period,Anzsic,Anzsic_descriptor,Variable2,Units,Data_value,Gas,Variable1
2024.09,II1,"Transport, postal, and warehousing",Value added,$million value added (constant price),2878,Not applicable,Seasonally adjusted
2024.12,II1,"Transport, postal, and warehousing",Value added,$million value added (constant price),2925,Not applicable,Seasonally adjusted
2025.03,II1,"Transport, postal, and warehousing",Value added,$million value added (constant price),2945,Not applicable,Seasonally adjusted
2025.06,II1,"Transport, postal, and warehousing",Value added,$million value added (constant price),2898,Not applicable,Seasonally adjusted
2025.09,II1,"Transport, postal, and warehousing",Value added,$million value added (constant price),2902,Not applicable,Seasonally adjusted
2025.12,II1,"Transport, postal, and warehousing",Value added,$million value added (constant price),2934,Not applicable,Seasonally adjusted
2010.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9663,Not applicable,Seasonally adjusted
2010.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9696,Not applicable,Seasonally adjusted
2010.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9497,Not applicable,Seasonally adjusted
2010.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9671,Not applicable,Seasonally adjusted
2011.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9563,Not applicable,Seasonally adjusted
2011.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9515,Not applicable,Seasonally adjusted
2011.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9583,Not applicable,Seasonally adjusted
2011.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9404,Not applicable,Seasonally adjusted
2012.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9558,Not applicable,Seasonally adjusted
2012.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9673,Not applicable,Seasonally adjusted
2012.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9721,Not applicable,Seasonally adjusted
2012.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9883,Not applicable,Seasonally adjusted
2013.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9884,Not applicable,Seasonally adjusted
2013.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9785,Not applicable,Seasonally adjusted
2013.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9780,Not applicable,Seasonally adjusted
2013.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),9895,Not applicable,Seasonally adjusted
2014.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),10104,Not applicable,Seasonally adjusted
2014.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),10180,Not applicable,Seasonally adjusted
2014.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),10325,Not applicable,Seasonally adjusted
2014.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),10339,Not applicable,Seasonally adjusted
2015.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),10446,Not applicable,Seasonally adjusted
2015.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),10567,Not applicable,Seasonally adjusted
2015.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),10675,Not applicable,Seasonally adjusted
2015.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),10829,Not applicable,Seasonally adjusted
2016.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),10966,Not applicable,Seasonally adjusted
2016.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11045,Not applicable,Seasonally adjusted
2016.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11203,Not applicable,Seasonally adjusted
2016.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11170,Not applicable,Seasonally adjusted
2017.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11218,Not applicable,Seasonally adjusted
2017.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11391,Not applicable,Seasonally adjusted
2017.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11620,Not applicable,Seasonally adjusted
2017.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11636,Not applicable,Seasonally adjusted
2018.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11661,Not applicable,Seasonally adjusted
2018.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11844,Not applicable,Seasonally adjusted
2018.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11736,Not applicable,Seasonally adjusted
2018.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11882,Not applicable,Seasonally adjusted
2019.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12225,Not applicable,Seasonally adjusted
2019.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12159,Not applicable,Seasonally adjusted
2019.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12246,Not applicable,Seasonally adjusted
2019.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12313,Not applicable,Seasonally adjusted
2020.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12053,Not applicable,Seasonally adjusted
2020.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),10269,Not applicable,Seasonally adjusted
2020.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),13020,Not applicable,Seasonally adjusted
2020.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12559,Not applicable,Seasonally adjusted
2021.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12765,Not applicable,Seasonally adjusted
2021.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12570,Not applicable,Seasonally adjusted
2021.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11451,Not applicable,Seasonally adjusted
2021.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12169,Not applicable,Seasonally adjusted
2022.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12110,Not applicable,Seasonally adjusted
2022.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11899,Not applicable,Seasonally adjusted
2022.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12264,Not applicable,Seasonally adjusted
2022.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12267,Not applicable,Seasonally adjusted
2023.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12261,Not applicable,Seasonally adjusted
2023.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12489,Not applicable,Seasonally adjusted
2023.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12380,Not applicable,Seasonally adjusted
2023.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12482,Not applicable,Seasonally adjusted
2024.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12191,Not applicable,Seasonally adjusted
2024.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),12163,Not applicable,Seasonally adjusted
2024.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11800,Not applicable,Seasonally adjusted
2024.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11599,Not applicable,Seasonally adjusted
2025.03,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11778,Not applicable,Seasonally adjusted
2025.06,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11440,Not applicable,Seasonally adjusted
2025.09,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11640,Not applicable,Seasonally adjusted
2025.12,ZGZ,Goods-producing industries,Value added,$million value added (constant price),11590,Not applicable,Seasonally adjusted
2010.03,ZPZ,Primary industries,Value added,$million value added (constant price),3780,Not applicable,Seasonally adjusted
2010.06,ZPZ,Primary industries,Value added,$million value added (constant price),3574,Not applicable,Seasonally adjusted
2010.09,ZPZ,Primary industries,Value added,$million value added (constant price),3478,Not applicable,Seasonally adjusted
2010.12,ZPZ,Primary industries,Value added,$million value added (constant price),3446,Not applicable,Seasonally adjusted
